Scenario,rate,year,variable,sector,subsector,labor,qualifier,value,solvestat
"BAU",0.000000000,"2012","output","Elec","","","output",4845.745147267,1.000000000
"BAU",0.000000000,"2012","Sectoral price","Elec","","","price",0.999918619,1.000000000
"BAU",0.000000000,"2012","employment","Elec","","LabSk","employment",0.000000000,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Elec","","LabSk","Sectoral wage",0.113148751,1.000000000
"BAU",0.000000000,"2012","employment intensity","Elec","","LabSk","employment intensity",0.000000000,1.000000000
"BAU",0.000000000,"2012","employment","Elec","","LabUn","employment",0.000000000,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Elec","","LabUn","Sectoral wage",0.079414764,1.000000000
"BAU",0.000000000,"2012","employment intensity","Elec","","LabUn","employment intensity",0.000000000,1.000000000
"BAU",0.000000000,"2012","employment intensity","Elec","","total","employment intensity",0.000000000,1.000000000
"BAU",0.000000000,"2012","output","Coal","","","output",2745.418783928,1.000000000
"BAU",0.000000000,"2012","Sectoral price","Coal","","","price",0.999929503,1.000000000
"BAU",0.000000000,"2012","employment","Coal","","LabSk","employment",571.127396507,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Coal","","LabSk","Sectoral wage",0.174018896,1.000000000
"BAU",0.000000000,"2012","employment intensity","Coal","","LabSk","employment intensity",0.208029245,1.000000000
"BAU",0.000000000,"2012","employment","Coal","","LabUn","employment",4571.443398665,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Coal","","LabUn","Sectoral wage",0.115711714,1.000000000
"BAU",0.000000000,"2012","employment intensity","Coal","","LabUn","employment intensity",1.665116967,1.000000000
"BAU",0.000000000,"2012","employment intensity","Coal","","total","employment intensity",1.873146212,1.000000000
"BAU",0.000000000,"2012","output","Oilgas","","","output",1133.067590000,1.000000000
"BAU",0.000000000,"2012","Sectoral price","Oilgas","","","price",0.998155215,1.000000000
"BAU",0.000000000,"2012","employment","Oilgas","","LabSk","employment",69.532968491,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Oilgas","","LabSk","Sectoral wage",0.000000000,1.000000000
"BAU",0.000000000,"2012","employment intensity","Oilgas","","LabSk","employment intensity",0.061367009,1.000000000
"BAU",0.000000000,"2012","employment","Oilgas","","LabUn","employment",81.508855447,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Oilgas","","LabUn","Sectoral wage",0.000000000,1.000000000
"BAU",0.000000000,"2012","employment intensity","Oilgas","","LabUn","employment intensity",0.071936446,1.000000000
"BAU",0.000000000,"2012","employment intensity","Oilgas","","total","employment intensity",0.133303455,1.000000000
"BAU",0.000000000,"2012","output","Roil","","","output",3488.969876617,1.000000000
"BAU",0.000000000,"2012","Sectoral price","Roil","","","price",0.998554068,1.000000000
"BAU",0.000000000,"2012","employment","Roil","","LabSk","employment",221.316266350,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Roil","","LabSk","Sectoral wage",0.180234658,1.000000000
"BAU",0.000000000,"2012","employment intensity","Roil","","LabSk","employment intensity",0.063433126,1.000000000
"BAU",0.000000000,"2012","employment","Roil","","LabUn","employment",347.456032631,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Roil","","LabUn","Sectoral wage",0.125692003,1.000000000
"BAU",0.000000000,"2012","employment intensity","Roil","","LabUn","employment intensity",0.099586997,1.000000000
"BAU",0.000000000,"2012","employment intensity","Roil","","total","employment intensity",0.163020123,1.000000000
"BAU",0.000000000,"2012","output","Gas","","","output",403.099900183,1.000000000
"BAU",0.000000000,"2012","Sectoral price","Gas","","","price",0.999207594,1.000000000
"BAU",0.000000000,"2012","employment","Gas","","LabSk","employment",147.507185432,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Gas","","LabSk","Sectoral wage",0.050109520,1.000000000
"BAU",0.000000000,"2012","employment intensity","Gas","","LabSk","employment intensity",0.365932081,1.000000000
"BAU",0.000000000,"2012","employment","Gas","","LabUn","employment",346.393786590,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Gas","","LabUn","Sectoral wage",0.034714598,1.000000000
"BAU",0.000000000,"2012","employment intensity","Gas","","LabUn","employment intensity",0.859324913,1.000000000
"BAU",0.000000000,"2012","employment intensity","Gas","","total","employment intensity",1.225256994,1.000000000
"BAU",0.000000000,"2012","output","Agri","","","output",8942.157886671,1.000000000
"BAU",0.000000000,"2012","Sectoral price","Agri","","","price",1.000118119,1.000000000
"BAU",0.000000000,"2012","employment","Agri","","LabSk","employment",7057.025294541,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Agri","","LabSk","Sectoral wage",0.026705169,1.000000000
"BAU",0.000000000,"2012","employment intensity","Agri","","LabSk","employment intensity",0.789185942,1.000000000
"BAU",0.000000000,"2012","employment","Agri","","LabUn","employment",3.2905214075E+5,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Agri","","LabUn","Sectoral wage",0.015518052,1.000000000
"BAU",0.000000000,"2012","employment intensity","Agri","","LabUn","employment intensity",36.797845097,1.000000000
"BAU",0.000000000,"2012","employment intensity","Agri","","total","employment intensity",37.587031039,1.000000000
"BAU",0.000000000,"2012","output","mine","","","output",1878.039994515,1.000000000
"BAU",0.000000000,"2012","Sectoral price","mine","","","price",0.999602813,1.000000000
"BAU",0.000000000,"2012","employment","mine","","LabSk","employment",231.643539431,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","mine","","LabSk","Sectoral wage",0.207066218,1.000000000
"BAU",0.000000000,"2012","employment intensity","mine","","LabSk","employment intensity",0.123343241,1.000000000
"BAU",0.000000000,"2012","employment","mine","","LabUn","employment",2115.473153176,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","mine","","LabUn","Sectoral wage",0.132290888,1.000000000
"BAU",0.000000000,"2012","employment intensity","mine","","LabUn","employment intensity",1.126426040,1.000000000
"BAU",0.000000000,"2012","employment intensity","mine","","total","employment intensity",1.249769280,1.000000000
"BAU",0.000000000,"2012","output","Food","","","output",8843.816366480,1.000000000
"BAU",0.000000000,"2012","Sectoral price","Food","","","price",0.999928092,1.000000000
"BAU",0.000000000,"2012","employment","Food","","LabSk","employment",1029.221566013,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Food","","LabSk","Sectoral wage",0.120388550,1.000000000
"BAU",0.000000000,"2012","employment intensity","Food","","LabSk","employment intensity",0.116377537,1.000000000
"BAU",0.000000000,"2012","employment","Food","","LabUn","employment",8208.655080847,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Food","","LabUn","Sectoral wage",0.062969488,1.000000000
"BAU",0.000000000,"2012","employment intensity","Food","","LabUn","employment intensity",0.928180182,1.000000000
"BAU",0.000000000,"2012","employment intensity","Food","","total","employment intensity",1.044557719,1.000000000
"BAU",0.000000000,"2012","output","Paper","","","output",1238.099907809,1.000000000
"BAU",0.000000000,"2012","Sectoral price","Paper","","","price",0.999815547,1.000000000
"BAU",0.000000000,"2012","employment","Paper","","LabSk","employment",207.601857133,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Paper","","LabSk","Sectoral wage",0.070340105,1.000000000
"BAU",0.000000000,"2012","employment intensity","Paper","","LabSk","employment intensity",0.167677791,1.000000000
"BAU",0.000000000,"2012","employment","Paper","","LabUn","employment",1978.555366249,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Paper","","LabUn","Sectoral wage",0.047834286,1.000000000
"BAU",0.000000000,"2012","employment intensity","Paper","","LabUn","employment intensity",1.598057922,1.000000000
"BAU",0.000000000,"2012","employment intensity","Paper","","total","employment intensity",1.765735713,1.000000000
"BAU",0.000000000,"2012","output","Chem","","","output",2799.302593335,1.000000000
"BAU",0.000000000,"2012","Sectoral price","Chem","","","price",0.999577718,1.000000000
"BAU",0.000000000,"2012","employment","Chem","","LabSk","employment",371.632041701,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Chem","","LabSk","Sectoral wage",0.100211585,1.000000000
"BAU",0.000000000,"2012","employment intensity","Chem","","LabSk","employment intensity",0.132758796,1.000000000
"BAU",0.000000000,"2012","employment","Chem","","LabUn","employment",1337.093723129,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Chem","","LabUn","Sectoral wage",0.066612227,1.000000000
"BAU",0.000000000,"2012","employment intensity","Chem","","LabUn","employment intensity",0.477652443,1.000000000
"BAU",0.000000000,"2012","employment intensity","Chem","","total","employment intensity",0.610411239,1.000000000
"BAU",0.000000000,"2012","output","CM","","","output",1680.049636791,1.000000000
"BAU",0.000000000,"2012","Sectoral price","CM","","","price",0.999735946,1.000000000
"BAU",0.000000000,"2012","employment","CM","","LabSk","employment",242.524549484,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","CM","","LabSk","Sectoral wage",0.092347102,1.000000000
"BAU",0.000000000,"2012","employment intensity","CM","","LabSk","employment intensity",0.144355586,1.000000000
"BAU",0.000000000,"2012","employment","CM","","LabUn","employment",2106.556016096,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","CM","","LabUn","Sectoral wage",0.062467489,1.000000000
"BAU",0.000000000,"2012","employment intensity","CM","","LabUn","employment intensity",1.253865344,1.000000000
"BAU",0.000000000,"2012","employment intensity","CM","","total","employment intensity",1.398220930,1.000000000
"BAU",0.000000000,"2012","output","IST","","","output",1599.896721777,1.000000000
"BAU",0.000000000,"2012","Sectoral price","IST","","","price",0.999776157,1.000000000
"BAU",0.000000000,"2012","employment","IST","","LabSk","employment",358.673418060,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","IST","","LabSk","Sectoral wage",0.071825252,1.000000000
"BAU",0.000000000,"2012","employment intensity","IST","","LabSk","employment intensity",0.224185357,1.000000000
"BAU",0.000000000,"2012","employment","IST","","LabUn","employment",1509.079225385,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","IST","","LabUn","Sectoral wage",0.048789557,1.000000000
"BAU",0.000000000,"2012","employment intensity","IST","","LabUn","employment intensity",0.943235401,1.000000000
"BAU",0.000000000,"2012","employment intensity","IST","","total","employment intensity",1.167420758,1.000000000
"BAU",0.000000000,"2012","output","NFM","","","output",2335.923364552,1.000000000
"BAU",0.000000000,"2012","Sectoral price","NFM","","","price",0.999677745,1.000000000
"BAU",0.000000000,"2012","employment","NFM","","LabSk","employment",194.622573904,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","NFM","","LabSk","Sectoral wage",0.163169396,1.000000000
"BAU",0.000000000,"2012","employment intensity","NFM","","LabSk","employment intensity",0.083317191,1.000000000
"BAU",0.000000000,"2012","employment","NFM","","LabUn","employment",838.429137716,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","NFM","","LabUn","Sectoral wage",0.111697868,1.000000000
"BAU",0.000000000,"2012","employment intensity","NFM","","LabUn","employment intensity",0.358928358,1.000000000
"BAU",0.000000000,"2012","employment intensity","NFM","","total","employment intensity",0.442245549,1.000000000
"BAU",0.000000000,"2012","output","EII","","","output",22427.240465661,1.000000000
"BAU",0.000000000,"2012","Sectoral price","EII","","","price",0.999733806,1.000000000
"BAU",0.000000000,"2012","employment","EII","","LabSk","employment",2558.213910511,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","EII","","LabSk","Sectoral wage",0.123228837,1.000000000
"BAU",0.000000000,"2012","employment intensity","EII","","LabSk","employment intensity",0.114067262,1.000000000
"BAU",0.000000000,"2012","employment","EII","","LabUn","employment",20185.837942387,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","EII","","LabUn","Sectoral wage",0.066568892,1.000000000
"BAU",0.000000000,"2012","employment intensity","EII","","LabUn","employment intensity",0.900058925,1.000000000
"BAU",0.000000000,"2012","employment intensity","EII","","total","employment intensity",1.014126187,1.000000000
"BAU",0.000000000,"2012","output","OM","","","output",50687.013628194,1.000000000
"BAU",0.000000000,"2012","Sectoral price","OM","","","price",0.999898767,1.000000000
"BAU",0.000000000,"2012","employment","OM","","LabSk","employment",11558.136419361,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","OM","","LabSk","Sectoral wage",0.082435970,1.000000000
"BAU",0.000000000,"2012","employment intensity","OM","","LabSk","employment intensity",0.228029540,1.000000000
"BAU",0.000000000,"2012","employment","OM","","LabUn","employment",1.0944498156E+5,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","OM","","LabUn","Sectoral wage",0.043371957,1.000000000
"BAU",0.000000000,"2012","employment intensity","OM","","LabUn","employment intensity",2.159231206,1.000000000
"BAU",0.000000000,"2012","employment intensity","OM","","total","employment intensity",2.387260746,1.000000000
"BAU",0.000000000,"2012","output","Air","","","output",509.214574211,1.000000000
"BAU",0.000000000,"2012","Sectoral price","Air","","","price",0.999524073,1.000000000
"BAU",0.000000000,"2012","employment","Air","","LabSk","employment",278.815744512,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Air","","LabSk","Sectoral wage",0.133021784,1.000000000
"BAU",0.000000000,"2012","employment intensity","Air","","LabSk","employment intensity",0.547540779,1.000000000
"BAU",0.000000000,"2012","employment","Air","","LabUn","employment",183.144402422,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Air","","LabUn","Sectoral wage",0.090385315,1.000000000
"BAU",0.000000000,"2012","employment intensity","Air","","LabUn","employment intensity",0.359660567,1.000000000
"BAU",0.000000000,"2012","employment intensity","Air","","total","employment intensity",0.907201346,1.000000000
"BAU",0.000000000,"2012","output","Tran","","","output",5036.657271663,1.000000000
"BAU",0.000000000,"2012","Sectoral price","Tran","","","price",0.999559215,1.000000000
"BAU",0.000000000,"2012","employment","Tran","","LabSk","employment",2262.888303456,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Tran","","LabSk","Sectoral wage",0.064695445,1.000000000
"BAU",0.000000000,"2012","employment intensity","Tran","","LabSk","employment intensity",0.449283757,1.000000000
"BAU",0.000000000,"2012","employment","Tran","","LabUn","employment",22013.329907052,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Tran","","LabUn","Sectoral wage",0.036038130,1.000000000
"BAU",0.000000000,"2012","employment intensity","Tran","","LabUn","employment intensity",4.370622959,1.000000000
"BAU",0.000000000,"2012","employment intensity","Tran","","total","employment intensity",4.819906716,1.000000000
"BAU",0.000000000,"2012","output","Serv","","","output",39370.093479569,1.000000000
"BAU",0.000000000,"2012","Sectoral price","Serv","","","price",1.000200074,1.000000000
"BAU",0.000000000,"2012","employment","Serv","","LabSk","employment",55776.699065431,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Serv","","LabSk","Sectoral wage",0.094943723,1.000000000
"BAU",0.000000000,"2012","employment intensity","Serv","","LabSk","employment intensity",1.416727626,1.000000000
"BAU",0.000000000,"2012","employment","Serv","","LabUn","employment",1.2724783769E+5,1.000000000
"BAU",0.000000000,"2012","Sectoral wage","Serv","","LabUn","Sectoral wage",0.036318550,1.000000000
"BAU",0.000000000,"2012","employment intensity","Serv","","LabUn","employment intensity",3.232093867,1.000000000
"BAU",0.000000000,"2012","employment intensity","Serv","","total","employment intensity",4.648821493,1.000000000
"BAU",0.000000000,"2012","elec_output","","T_D","","elec_output",4912.614542233,1.000000000
"BAU",0.000000000,"2012","employment","","T_D","LabSk","employment",525.355789657,1.000000000
"BAU",0.000000000,"2012","employment intensity","T_D","","LabSk","employment intensity",0.106940161,1.000000000
"BAU",0.000000000,"2012","employment","","T_D","LabUn","employment",900.672297177,1.000000000
"BAU",0.000000000,"2012","employment intensity","T_D","","LabUn","employment intensity",0.183338686,1.000000000
"BAU",0.000000000,"2012","employment intensity","T_D","","total","employment intensity",0.290278847,1.000000000
"BAU",0.000000000,"2012","elec_output","","Coal_Power","","elec_output",3706.540169776,1.000000000
"BAU",0.000000000,"2012","employment","","Coal_Power","LabSk","employment",656.501111521,1.000000000
"BAU",0.000000000,"2012","employment intensity","Coal_Power","","LabSk","employment intensity",0.177119654,1.000000000
"BAU",0.000000000,"2012","employment","","Coal_Power","LabUn","employment",1125.508413724,1.000000000
"BAU",0.000000000,"2012","employment intensity","Coal_Power","","LabUn","employment intensity",0.303654719,1.000000000
"BAU",0.000000000,"2012","employment intensity","Coal_Power","","total","employment intensity",0.480774373,1.000000000
"BAU",0.000000000,"2012","elec_output","","Gas_Power","","elec_output",109.163143487,1.000000000
"BAU",0.000000000,"2012","employment","","Gas_Power","LabSk","employment",11.259368178,1.000000000
"BAU",0.000000000,"2012","employment intensity","Gas_Power","","LabSk","employment intensity",0.103142579,1.000000000
"BAU",0.000000000,"2012","employment","","Gas_Power","LabUn","employment",19.303110677,1.000000000
"BAU",0.000000000,"2012","employment intensity","Gas_Power","","LabUn","employment intensity",0.176828095,1.000000000
"BAU",0.000000000,"2012","employment intensity","Gas_Power","","total","employment intensity",0.279970674,1.000000000
"BAU",0.000000000,"2012","elec_output","","Oil_Power","","elec_output",5.401434084,1.000000000
"BAU",0.000000000,"2012","employment","","Oil_Power","LabSk","employment",1.294245008,1.000000000
"BAU",0.000000000,"2012","employment intensity","Oil_Power","","LabSk","employment intensity",0.239611368,1.000000000
"BAU",0.000000000,"2012","employment","","Oil_Power","LabUn","employment",2.218859376,1.000000000
"BAU",0.000000000,"2012","employment intensity","Oil_Power","","LabUn","employment intensity",0.410790790,1.000000000
"BAU",0.000000000,"2012","employment intensity","Oil_Power","","total","employment intensity",0.650402158,1.000000000
"BAU",0.000000000,"2012","elec_output","","Nuclear","","elec_output",98.270526270,1.000000000
"BAU",0.000000000,"2012","employment","","Nuclear","LabSk","employment",8.090563287,1.000000000
"BAU",0.000000000,"2012","employment intensity","Nuclear","","LabSk","employment intensity",0.082329500,1.000000000
"BAU",0.000000000,"2012","employment","","Nuclear","LabUn","employment",13.870497608,1.000000000
"BAU",0.000000000,"2012","employment intensity","Nuclear","","LabUn","employment intensity",0.141146060,1.000000000
"BAU",0.000000000,"2012","employment intensity","Nuclear","","total","employment intensity",0.223475560,1.000000000
"BAU",0.000000000,"2012","elec_output","","Hydro","","elec_output",854.912173742,1.000000000
"BAU",0.000000000,"2012","employment","","Hydro","LabSk","employment",223.599635243,1.000000000
"BAU",0.000000000,"2012","employment intensity","Hydro","","LabSk","employment intensity",0.261546908,1.000000000
"BAU",0.000000000,"2012","employment","","Hydro","LabUn","employment",383.340206938,1.000000000
"BAU",0.000000000,"2012","employment intensity","Hydro","","LabUn","employment intensity",0.448397179,1.000000000
"BAU",0.000000000,"2012","employment intensity","Hydro","","total","employment intensity",0.709944086,1.000000000
"BAU",0.000000000,"2012","elec_output","","Wind","","elec_output",102.941856128,1.000000000
"BAU",0.000000000,"2012","employment","","Wind","LabSk","employment",5.210049935,1.000000000
"BAU",0.000000000,"2012","employment intensity","Wind","","LabSk","employment intensity",0.050611579,1.000000000
"BAU",0.000000000,"2012","employment","","Wind","LabUn","employment",8.932132721,1.000000000
"BAU",0.000000000,"2012","employment intensity","Wind","","LabUn","employment intensity",0.086768716,1.000000000
"BAU",0.000000000,"2012","employment intensity","Wind","","total","employment intensity",0.137380296,1.000000000
"BAU",0.000000000,"2012","elec_output","","Solar","","elec_output",3.599001313,1.000000000
"BAU",0.000000000,"2012","employment","","Solar","LabSk","employment",0.239439359,1.000000000
"BAU",0.000000000,"2012","employment intensity","Solar","","LabSk","employment intensity",0.066529389,1.000000000
"BAU",0.000000000,"2012","employment","","Solar","LabUn","employment",0.410495899,1.000000000
"BAU",0.000000000,"2012","employment intensity","Solar","","LabUn","employment intensity",0.114058280,1.000000000
"BAU",0.000000000,"2012","employment intensity","Solar","","total","employment intensity",0.180587669,1.000000000
"BAU",0.000000000,"2012","elec_output","","Biomass","","elec_output",31.574758102,1.000000000
"BAU",0.000000000,"2012","employment","","Biomass","LabSk","employment",13.624354168,1.000000000
"BAU",0.000000000,"2012","employment intensity","Biomass","","LabSk","employment intensity",0.431495124,1.000000000
"BAU",0.000000000,"2012","employment","","Biomass","LabUn","employment",23.357653252,1.000000000
"BAU",0.000000000,"2012","employment intensity","Biomass","","LabUn","employment intensity",0.739757156,1.000000000
"BAU",0.000000000,"2012","employment intensity","Biomass","","total","employment intensity",1.171252280,1.000000000
"BAU",0.000000000,"2012","ECO2","Elec","","","ECO2",2.576181861,1.000000000
"BAU",0.000000000,"2012","ECO2","Coal","","","ECO2",0.828261190,1.000000000
"BAU",0.000000000,"2012","ECO2","Oilgas","","","ECO2",0.013643858,1.000000000
"BAU",0.000000000,"2012","ECO2","Roil","","","ECO2",0.092604205,1.000000000
"BAU",0.000000000,"2012","ECO2","Gas","","","ECO2",0.122267661,1.000000000
"BAU",0.000000000,"2012","ECO2","Agri","","","ECO2",0.055623474,1.000000000
"BAU",0.000000000,"2012","ECO2","mine","","","ECO2",0.082362707,1.000000000
"BAU",0.000000000,"2012","ECO2","Food","","","ECO2",0.056759296,1.000000000
"BAU",0.000000000,"2012","ECO2","Paper","","","ECO2",0.070790056,1.000000000
"BAU",0.000000000,"2012","ECO2","Chem","","","ECO2",0.428723317,1.000000000
"BAU",0.000000000,"2012","ECO2","CM","","","ECO2",0.304146574,1.000000000
"BAU",0.000000000,"2012","ECO2","IST","","","ECO2",0.529639807,1.000000000
"BAU",0.000000000,"2012","ECO2","NFM","","","ECO2",0.128117624,1.000000000
"BAU",0.000000000,"2012","ECO2","EII","","","ECO2",2.135884955,1.000000000
"BAU",0.000000000,"2012","ECO2","OM","","","ECO2",0.304696884,1.000000000
"BAU",0.000000000,"2012","ECO2","Air","","","ECO2",0.049385474,1.000000000
"BAU",0.000000000,"2012","ECO2","Tran","","","ECO2",0.333573241,1.000000000
"BAU",0.000000000,"2012","ECO2","Serv","","","ECO2",0.233574971,1.000000000
"BAU",0.000000000,"2012","ECO2","fd","","","ECO2",0.202287474,1.000000000
"BAU",0.000000000,"2012","ECO2","","total","","ECO2",8.548524629,1.000000000
"BAU",0.000000000,"2012","ESO2","Elec","","","ESO2",9.535040398,1.000000000
"BAU",0.000000000,"2012","ESO2","Coal","","","ESO2",0.187484297,1.000000000
"BAU",0.000000000,"2012","ESO2","Oilgas","","","ESO2",0.000021688,1.000000000
"BAU",0.000000000,"2012","ESO2","Roil","","","ESO2",1.883493114,1.000000000
"BAU",0.000000000,"2012","ESO2","Gas","","","ESO2",0.000000000,1.000000000
"BAU",0.000000000,"2012","ESO2","Agri","","","ESO2",0.004209363,1.000000000
"BAU",0.000000000,"2012","ESO2","mine","","","ESO2",0.000000000,1.000000000
"BAU",0.000000000,"2012","ESO2","Food","","","ESO2",0.835170430,1.000000000
"BAU",0.000000000,"2012","ESO2","Paper","","","ESO2",0.791376429,1.000000000
"BAU",0.000000000,"2012","ESO2","Chem","","","ESO2",2.286507387,1.000000000
"BAU",0.000000000,"2012","ESO2","CM","","","ESO2",3.080029952,1.000000000
"BAU",0.000000000,"2012","ESO2","IST","","","ESO2",3.856993888,1.000000000
"BAU",0.000000000,"2012","ESO2","NFM","","","ESO2",1.833887291,1.000000000
"BAU",0.000000000,"2012","ESO2","EII","","","ESO2",0.575399356,1.000000000
"BAU",0.000000000,"2012","ESO2","OM","","","ESO2",0.817114700,1.000000000
"BAU",0.000000000,"2012","ESO2","Air","","","ESO2",0.012235414,1.000000000
"BAU",0.000000000,"2012","ESO2","Tran","","","ESO2",0.820099593,1.000000000
"BAU",0.000000000,"2012","ESO2","Serv","","","ESO2",0.000000000,1.000000000
"BAU",0.000000000,"2012","ESO2","fd","","","ESO2",2.324280968,1.000000000
"BAU",0.000000000,"2012","ESO2","","total","","ESO2",28.843344267,1.000000000
"BAU",0.000000000,"2012","ENOX","Elec","","","ENOX",8.539876801,1.000000000
"BAU",0.000000000,"2012","ENOX","Coal","","","ENOX",0.023345754,1.000000000
"BAU",0.000000000,"2012","ENOX","Oilgas","","","ENOX",0.002216589,1.000000000
"BAU",0.000000000,"2012","ENOX","Roil","","","ENOX",1.017979226,1.000000000
"BAU",0.000000000,"2012","ENOX","Gas","","","ENOX",0.000000000,1.000000000
"BAU",0.000000000,"2012","ENOX","Agri","","","ENOX",0.788103155,1.000000000
"BAU",0.000000000,"2012","ENOX","mine","","","ENOX",0.000000000,1.000000000
"BAU",0.000000000,"2012","ENOX","Food","","","ENOX",0.222164878,1.000000000
"BAU",0.000000000,"2012","ENOX","Paper","","","ENOX",0.252467663,1.000000000
"BAU",0.000000000,"2012","ENOX","Chem","","","ENOX",0.652974475,1.000000000
"BAU",0.000000000,"2012","ENOX","CM","","","ENOX",3.321065893,1.000000000
"BAU",0.000000000,"2012","ENOX","IST","","","ENOX",1.200304345,1.000000000
"BAU",0.000000000,"2012","ENOX","NFM","","","ENOX",0.284119148,1.000000000
"BAU",0.000000000,"2012","ENOX","EII","","","ENOX",0.158832082,1.000000000
"BAU",0.000000000,"2012","ENOX","OM","","","ENOX",0.206502343,1.000000000
"BAU",0.000000000,"2012","ENOX","Air","","","ENOX",0.118466469,1.000000000
"BAU",0.000000000,"2012","ENOX","Tran","","","ENOX",4.082002091,1.000000000
"BAU",0.000000000,"2012","ENOX","Serv","","","ENOX",0.000000000,1.000000000
"BAU",0.000000000,"2012","ENOX","fd","","","ENOX",1.223152142,1.000000000
"BAU",0.000000000,"2012","ENOX","","total","","ENOX",22.093573055,1.000000000
"BAU",0.000000000,"2012","elec_CO2","","T_D","","elec_CO2",0.003548829,1.000000000
"BAU",0.000000000,"2012","elec_CO2","","Coal_Power","","elec_CO2",2.479136806,1.000000000
"BAU",0.000000000,"2012","elec_CO2","","Gas_Power","","elec_CO2",0.025507584,1.000000000
"BAU",0.000000000,"2012","elec_CO2","","Oil_Power","","elec_CO2",0.000297338,1.000000000
"BAU",0.000000000,"2012","elec_CO2","","Nuclear","","elec_CO2",0.000763889,1.000000000
"BAU",0.000000000,"2012","elec_CO2","","Hydro","","elec_CO2",0.000000000,1.000000000
"BAU",0.000000000,"2012","elec_CO2","","Wind","","elec_CO2",0.000000000,1.000000000
"BAU",0.000000000,"2012","elec_CO2","","Solar","","elec_CO2",0.000000000,1.000000000
"BAU",0.000000000,"2012","elec_CO2","","Biomass","","elec_CO2",0.000000000,1.000000000
"BAU",0.000000000,"2012","unemployment","","","LabSk","ur",0.051738012,1.000000000
"BAU",0.000000000,"2012","total employment","","","LabSk","total employment",84582.356656673,1.000000000
"BAU",0.000000000,"2012","aggregated wage","LabSk","","LabSk","aggregated wage",0.088889964,1.000000000
"BAU",0.000000000,"2012","unemployment","","","LabUn","ur",0.028348453,1.000000000
"BAU",0.000000000,"2012","total employment","","","LabUn","total employment",6.3404552969E+5,1.000000000
"BAU",0.000000000,"2012","aggregated wage","LabUn","","LabUn","aggregated wage",0.029447202,1.000000000
"BAU",0.000000000,"2012","GDP","","","","GDP",53627.707790269,1.000000000
"BAU",0.000000000,"2012","subsidy_b","","sub_elec.tl","","subsidy_b",0.000000000,1.000000000
"BAU",0.000000000,"2012","subsidy","","sub_elec.tl","","subsidy0",0.000000000,1.000000000
"BAU",0.000000000,"2012","subsidy_b","","sub_elec.tl","","subsidy_b",0.000000000,1.000000000
"BAU",0.000000000,"2012","subsidy","","sub_elec.tl","","subsidy0",0.000000000,1.000000000
"BAU",0.000000000,"2012","subsidy_b","","sub_elec.tl","","subsidy_b",0.000000000,1.000000000
"BAU",0.000000000,"2012","subsidy","","sub_elec.tl","","subsidy0",0.000000000,1.000000000
"BAU",0.000000000,"2012","subsidy_b","","sub_elec.tl","","subsidy_b",0.000000000,1.000000000
"BAU",0.000000000,"2012","subsidy","","sub_elec.tl","","subsidy0",0.000000000,1.000000000
"BAU",0.000000000,"2012","subsidy_b","","sub_elec.tl","","subsidy_b",0.014459570,1.000000000
"BAU",0.000000000,"2012","subsidy","","sub_elec.tl","","subsidy0",0.014459570,1.000000000
"BAU",0.000000000,"2012","subsidy_b","","sub_elec.tl","","subsidy_b",0.000000000,1.000000000
"BAU",0.000000000,"2012","subsidy","","sub_elec.tl","","subsidy0",0.000000000,1.000000000
